date,Account_nunique,Coin_nunique,Execution Price_mean,Size Tokens_sum,Size USD_sum,Side_<lambda>,Start Position_mean,Direction_<lambda>,Closed PnL_mean,Closed PnL_sum,Transaction Hash_count,Order ID_nunique,Crossed_sum,Fee_sum,Trade ID_nunique,timestamp,value,classification
2024-02-02,1,3,15601.771341142858,42139.736820000006,474278.43,"{'SELL': 23, 'BUY': 19}",3535.838899285714,"{'Close Long': 15, 'Open Long': 13, 'Open Short': 8, 'Close Short': 6}",10.867225547619048,456.423473,42,12,32,91.569636,42,1706851800,63,Greed
2024-02-03,1,3,29939.640223214286,9661.26755,603820.0,"{'SELL': 38, 'BUY': 18}",2.58381125,"{'Open Short': 32, 'Open Long': 12, 'Close Short': 6, 'Close Long': 6}",3.9876640535714283,223.30918699999998,56,14,46,109.662349,55,1706938200,60,Greed
2024-02-04,1,4,12108.636457142857,20905.14109,203187.53,"{'BUY': 19, 'SELL': 16}",4095.2721137142858,"{'Close Long': 16, 'Close Short': 12, 'Open Long': 7}",1.360682714285714,47.62389499999999,35,6,28,50.52688,35,1707024600,60,Greed
2024-02-05,1,4,15958.2223625,29741.6286,770198.26,"{'SELL': 39, 'BUY': 33}",551.6511123611111,"{'Open Long': 24, 'Close Long': 23, 'Open Short': 16, 'Close Short': 9}",-0.4646415833333337,-33.45419400000003,72,18,66,165.549465,71,1707111000,60,Greed
2024-02-06,1,5,22118.307961134193,55455572.2847,8047153.41,"{'SELL': 570, 'BUY': 518}",116599.32741643384,"{'Open Short': 300, 'Open Long': 262, 'Close Long': 262, 'Close Short': 247, 'Short > Long': 9, 'Long > Short': 8}",-0.19817638511029412,-215.615907,1088,174,603,988.606997,651,1707197400,64,Greed
2024-02-07,1,2,3.98582,13261.9,6758.73,"{'SELL': 8, 'BUY': 7}",14779.04,"{'Open Short': 8, 'Open Long': 5, 'Close Short': 2}",16.082808,241.24212,15,4,2,0.339693,14,1707283800,62,Greed
2024-02-08,1,5,10.0228845,5609953.100000001,26051.12,"{'SELL': 8, 'BUY': 2}",562304.5599999999,"{'Open Short': 5, 'Close Long': 3, 'Open Long': 1, 'Close Short': 1}",77.07560240000001,770.756024,10,6,4,3.0028870000000003,10,1707370200,66,Greed
2024-02-11,1,5,17890.449081970586,26558.56903,212311.82,"{'BUY': 23, 'SELL': 11}",13413.987631470589,"{'Open Long': 19, 'Open Short': 8, 'Close Short': 4, 'Close Long': 3}",28.924799294117648,983.443176,34,15,22,24.955292,33,1707629400,71,Greed
2024-02-12,1,3,28717.7418125,1017.55939,227247.69999999998,"{'BUY': 11, 'SELL': 5}",-32.87792375,"{'Close Short': 11, 'Close Long': 4, 'Open Short': 1}",57.11761168749999,913.8817869999998,16,7,9,27.111911,15,1707715800,70,Greed
2024-02-13,1,1,0.06054285714285714,33158.0,1999.99,{'SELL': 14},63481.57142857143,{'Close Long': 14},39.960277857142856,559.44389,14,4,0,-0.039992,14,1707802200,79,Extreme Greed
2024-02-14,2,9,5443.060992846847,160839.68529,320839.88,"{'SELL': 77, 'BUY': 34}",3200.867743963964,"{'Close Long': 62, 'Close Short': 22, 'Open Short': 15, 'Open Long': 12}",34.509908405405405,3830.599833,111,28,63,22.917474000000002,103,1707888600,74,Greed
2024-02-15,2,7,2750.1658545873015,48598.78529,185188.04,"{'BUY': 52, 'SELL': 11}",-2695.6115346031747,"{'Close Short': 52, 'Close Long': 8, 'Open Short': 3}",29.219010746031746,1840.797677,63,12,27,30.706297,62,1707975000,72,Greed
2024-02-16,2,7,696.7813038571429,12368863.14415,564896.51,"{'BUY': 115, 'SELL': 67}",-184028.10488928572,"{'Close Short': 100, 'Close Long': 46, 'Open Short': 21, 'Open Long': 15}",30.174554032967034,5491.768834,182,41,41,27.22517,163,1708061400,72,Greed
2024-02-17,2,9,3403.646719574468,222280.10915,406118.07,"{'BUY': 50, 'SELL': 44}",5143.265716489362,"{'Close Long': 42, 'Open Long': 27, 'Close Short': 23, 'Open Short': 2}",20.52810425531915,1929.6418,94,21,54,62.055053,91,1708147800,76,Extreme Greed
2024-02-18,1,5,3.395497731958763,172143.4,157048.17,"{'SELL': 59, 'BUY': 38}",26534.926907216497,"{'Close Long': 56, 'Open Long': 26, 'Close Short': 12, 'Open Short': 3}",4.923967319587628,477.6248299999999,97,10,0,-3.140925,92,1708234200,72,Greed
2024-02-19,2,6,2068.0068288118814,272054.00084,286377.2,"{'SELL': 60, 'BUY': 41}",-14584.207916633664,"{'Close Long': 47, 'Close Short': 31, 'Open Short': 13, 'Open Long': 9, 'Short > Long': 1}",42.750183792079206,4317.768563,101,20,29,14.85262,88,1708320600,75,Extreme Greed
2024-02-20,2,6,2681.8062438974357,69782.00042,119419.72,"{'SELL': 26, 'BUY': 13}",3768.2641079487184,"{'Close Long': 24, 'Close Short': 8, 'Open Long': 5, 'Open Short': 2}",83.68279035897436,3263.628824,39,14,14,3.073675,38,1708407000,72,Greed
2024-02-21,2,4,27.589205454545457,171181.54,108047.51999999999,"{'SELL': 15, 'BUY': 7}",14281.386818181818,"{'Close Long': 15, 'Open Long': 7}",84.49084409090909,1858.7985700000002,22,8,6,2.970629,22,1708493400,78,Extreme Greed
2024-02-22,2,5,1175.5737064772727,169921.40042,373033.87,"{'SELL': 53, 'BUY': 35}",9167.861366022727,"{'Close Long': 52, 'Open Long': 34, 'Long > Short': 1, 'Short > Long': 1}",44.25119397727272,3894.1050699999996,88,17,44,25.45258,85,1708579800,74,Greed
2024-02-23,1,3,725.5068307692308,43567.40042,111106.14,"{'BUY': 131, 'SELL': 12}",-8744.50769083916,"{'Close Short': 129, 'Close Long': 9, 'Open Short': 3, 'Open Long': 2}",9.91995055944056,1418.55293,143,14,3,-2.067069,131,1708666200,76,Extreme Greed
2024-02-25,1,1,0.5663259999999999,7900.0,4480.13,"{'SELL': 3, 'BUY': 2}",-1652.0,"{'Open Short': 3, 'Close Short': 2}",-6.1541,-30.7705,5,2,0,-0.0896,5,1708839000,74,Greed
2024-02-26,2,3,5.614911538461539,67296.0,192187.14,"{'BUY': 27, 'SELL': 12}",-2850.0384615384614,"{'Close Short': 26, 'Close Long': 8, 'Open Short': 4, 'Open Long': 1}",113.25249487179488,4416.8473,39,7,11,-0.09772499999999981,39,1708925400,72,Greed
2024-02-27,2,7,36.161129396825395,117294.88,209362.3,"{'BUY': 33, 'SELL': 30}",-4775.824126984126,"{'Close Short': 30, 'Close Long': 20, 'Open Short': 10, 'Open Long': 3}",14.103360841269842,888.511733,63,13,7,-3.761609,61,1709011800,79,Extreme Greed
2024-02-28,1,3,1.2982939111111111,8904445.6,171107.13,"{'BUY': 31, 'SELL': 14}",1737.6555555555556,"{'Close Short': 29, 'Close Long': 10, 'Open Short': 4, 'Open Long': 2}",55.63882744444444,2503.747235,45,13,6,-1.377152,45,1709098200,82,Extreme Greed
2024-02-29,2,8,11.306912146551724,7553065.18,395666.73,"{'BUY': 60, 'SELL': 56}",-98403.48887931035,"{'Close Short': 57, 'Close Long': 42, 'Open Short': 13, 'Open Long': 3, 'Long > Short': 1}",84.60342234482759,9813.996992,116,31,20,1.3590849999999999,112,1709184600,80,Extreme Greed
2024-03-01,1,7,2.725657408759124,25984676.0,472974.7,"{'SELL': 100, 'BUY': 37}",375587.74525547447,"{'Close Long': 99, 'Close Short': 29, 'Open Long': 8, 'Open Short': 1}",60.176944591240876,8244.241409,137,18,7,-0.546854,125,1709271000,80,Extreme Greed
2024-03-02,2,4,0.8005309032258064,651733.0,63197.56,"{'BUY': 28, 'SELL': 3}",-11303.193548387097,"{'Close Short': 27, 'Open Short': 2, 'Open Long': 1, 'Close Long': 1}",7.448406451612905,230.90060000000005,31,12,7,-0.4691290000000001,30,1709357400,80,Extreme Greed
2024-03-03,1,8,3.0333498607594938,48774887.74,390745.68,"{'SELL': 43, 'BUY': 36}",-595760.485443038,"{'Close Long': 39, 'Open Long': 21, 'Close Short': 15, 'Open Short': 4}",105.83653474683545,8361.086245,79,20,4,-2.507103,76,1709443800,83,Extreme Greed
2024-03-04,2,15,419.88134141,36892599.52038,1577996.87,"{'BUY': 161, 'SELL': 139}",183364.74213396665,"{'Close Short': 141, 'Close Long': 129, 'Open Long': 20, 'Open Short': 10}",92.66591914,27799.775742,300,73,88,-0.559449,260,1709530200,82,Extreme Greed
2024-03-05,1,5,0.3816785944444444,44987293.0,841810.32,"{'SELL': 125, 'BUY': 55}",1070451.832777778,"{'Close Long': 120, 'Close Short': 43, 'Open Long': 12, 'Open Short': 5}",109.95014467222222,19791.026041,180,32,38,-4.438459,160,1709616600,90,Extreme Greed
2024-03-06,1,6,1.7171503902439025,10955146.0,327218.02,"{'BUY': 49, 'SELL': 33}",97537.59146341463,"{'Close Short': 46, 'Close Long': 26, 'Open Short': 7, 'Open Long': 3}",83.10762364634145,6814.825139,82,21,11,-3.355318,75,1709703000,75,Extreme Greed
2024-03-08,1,5,2.9131835970149256,3448270.8,183583.18,"{'SELL': 48, 'BUY': 19}",52491.09402985074,"{'Close Long': 44, 'Close Short': 15, 'Open Short': 4, 'Open Long': 4}",63.7594960597015,4271.886236,67,20,0,-3.6716290000000003,62,1709875800,81,Extreme Greed
2024-03-09,1,6,15.9975568974359,17984276.7,658178.75,"{'BUY': 83, 'SELL': 34}",501601.2582051282,"{'Close Short': 82, 'Close Long': 25, 'Open Short': 9, 'Open Long': 1}",85.03847541880343,9949.501624,117,22,29,1.8517640000000002,109,1709962200,84,Extreme Greed
2024-03-10,1,3,34.630716666666665,32040.08,219973.85,"{'BUY': 38, 'SELL': 4}",-2524.777380952381,"{'Close Short': 38, 'Open Short': 4}",59.117314285714286,2482.9272,42,9,3,2.281072,39,1710048600,79,Extreme Greed
2024-03-11,1,2,2.647672619047619,139371.0,176519.44999999998,"{'SELL': 30, 'BUY': 12}",19350.09047619048,"{'Close Long': 28, 'Close Short': 11, 'Open Short': 2, 'Open Long': 1}",85.43284511904761,3588.179495,42,9,0,8.47289,41,1710135000,82,Extreme Greed
2024-03-12,1,1,9.235375,11404.0,103040.85,"{'SELL': 7, 'BUY': 1}",2253.35,"{'Close Long': 7, 'Open Long': 1}",379.89575,3039.166,8,2,0,4.945953,8,1710221400,81,Extreme Greed
2024-03-13,1,1,3979.957142857143,1.5126,6000.799999999999,{'BUY': 7},0.18407142857142858,{'Open Long': 7},0.0,0.0,7,3,7,2.100278,7,1710307800,81,Extreme Greed
2024-03-14,2,3,252.0171572222222,563982.3126000001,205933.18,"{'SELL': 16, 'BUY': 2}",60745.62292222222,"{'Close Long': 16, 'Open Long': 2}",192.5481017777778,3465.865832,18,5,1,11.716792,18,1710394200,88,Extreme Greed
2024-03-15,3,6,502.81406972580646,11725690.8947,351894.41,"{'SELL': 36, 'BUY': 26}",-985813.4133193548,"{'Close Long': 27, 'Close Short': 14, 'Open Long': 12, 'Open Short': 9}",100.58892985483871,6236.513651,62,21,30,49.485003,60,1710480600,83,Extreme Greed
2024-03-16,2,2,2750.4022475,1112354.4242,37223.66,"{'BUY': 5, 'SELL': 3}",-945740.88365,"{'Open Long': 5, 'Open Short': 2, 'Close Long': 1}",28.57248,228.57984,8,7,6,10.52828,8,1710567000,81,Extreme Greed
2024-03-17,3,4,2191.606,573.1383000000001,99506.95,"{'BUY': 18, 'SELL': 5}",-3.1111521739130437,"{'Open Long': 12, 'Close Short': 6, 'Close Long': 4, 'Open Short': 1}",21.882345869565217,503.293955,23,12,18,33.763329,23,1710653400,79,Extreme Greed
2024-03-18,3,3,2238.5484684210523,19900.3233,90458.08,"{'BUY': 13, 'SELL': 6}",1539.3426263157896,"{'Open Long': 13, 'Close Long': 6}",76.68198421052631,1456.9577,19,10,18,24.943279999999998,19,1710739800,77,Extreme Greed
2024-03-19,3,4,575.3537,176263.0849,219884.84,"{'BUY': 17, 'SELL': 7}",-23169.306829166668,"{'Open Long': 12, 'Open Short': 5, 'Close Short': 5, 'Close Long': 2}",27.86658220833333,668.797973,24,10,6,25.988312,24,1710826200,79,Extreme Greed
2024-03-20,2,6,193.64368536231885,197774.3712,215705.85,"{'SELL': 40, 'BUY': 29}",-1013.3506434782607,"{'Close Long': 38, 'Close Short': 22, 'Open Long': 7, 'Open Short': 2}",93.08890723188406,6423.134599,69,15,26,39.878838,68,1710912600,74,Greed
2024-03-21,3,3,124.34982285714285,160612.8186,117895.57,"{'BUY': 26, 'SELL': 2}",-18681.274707142857,"{'Close Short': 22, 'Open Long': 4, 'Open Short': 1, 'Close Long': 1}",83.41100267857142,2335.5080749999997,28,5,5,16.394750000000002,27,1710999000,78,Extreme Greed
2024-03-24,1,1,8.960757894736842,10235.8,92592.20999999999,"{'BUY': 15, 'SELL': 4}",-2206.7,"{'Close Short': 15, 'Open Short': 4}",68.26413036842105,1297.018477,19,6,0,8.888837,19,1711258200,74,Greed
2024-03-25,1,1,3582.2999999999997,15.9576,57116.32,{'SELL': 7},9.606714285714286,"{'Close Long': 6, 'Open Short': 1}",186.13091828571427,1302.916428,7,2,7,19.990712,7,1711344600,75,Extreme Greed
2024-03-26,2,3,219.49172627118645,33445.2556,198565.19,"{'SELL': 110, 'BUY': 8}",3757.485044915254,"{'Close Long': 109, 'Open Long': 7, 'Close Short': 1, 'Open Short': 1}",27.253445703389833,3215.906593,118,10,15,28.147402999999997,101,1711431000,81,Extreme Greed
2024-03-27,2,3,13627.738306315789,13722.38876,99864.79,"{'BUY': 19, 'SELL': 19}",-422.6175821052631,"{'Open Long': 12, 'Close Long': 12, 'Open Short': 7, 'Close Short': 7}",3.9581878947368416,150.41114,38,19,33,31.717952,37,1711517400,83,Extreme Greed
2024-03-28,2,2,803.983042,398571.7446,35323.72,"{'BUY': 12, 'SELL': 1}",-81449.39851538462,"{'Close Short': 9, 'Open Long': 3, 'Open Short': 1}",17.527000615384615,227.85100799999998,13,4,4,9.059229,13,1711603800,80,Extreme Greed
2024-03-29,1,1,3541.54,24.4455,86914.37,"{'BUY': 9, 'SELL': 6}",5.153553333333334,"{'Open Long': 9, 'Close Long': 6}",58.873160266666666,883.097404,15,7,15,30.420029999999997,15,1711690200,79,Extreme Greed
2024-03-30,1,1,0.19727666666666666,517830.0,101103.92,"{'SELL': 44, 'BUY': 1}",148829.73333333334,"{'Close Long': 44, 'Open Long': 1}",24.45722533333333,1100.57514,45,3,3,9.939454,45,1711776600,75,Extreme Greed
2024-03-31,1,1,3627.730769230769,11.002400000000002,39912.96,{'SELL': 13},3.7070307692307694,"{'Close Long': 10, 'Open Short': 3}",70.21431884615384,912.786145,13,2,13,13.969522000000001,13,1711863000,75,Extreme Greed
2024-04-01,2,4,1332.2278167402596,9563430.3674,339470.47,"{'SELL': 45, 'BUY': 32}",448724.6416597403,"{'Close Long': 39, 'Open Long': 29, 'Open Short': 5, 'Close Short': 3, 'Long > Short': 1}",32.57095332467532,2507.963406,77,16,50,83.751362,70,1711949400,79,Extreme Greed
2024-04-02,2,3,3060.7089024390243,5958.1049,239664.50999999998,"{'SELL': 31, 'BUY': 10}",1.1111463414634146,"{'Open Short': 22, 'Close Long': 9, 'Open Long': 7, 'Close Short': 3}",21.555141756097562,883.760812,41,13,37,80.13257399999999,40,1712035800,79,Extreme Greed
2024-04-03,2,2,8.3283,2310.0,16887.57,"{'BUY': 3, 'SELL': 1}",392.675,"{'Open Long': 3, 'Close Long': 1}",31.6971,126.7884,4,3,0,1.661201,4,1712122200,71,Greed
2024-04-04,1,1,3401.434375,28.284299999999998,95987.73,{'SELL': 32},-31.735753125,{'Open Short': 32},0.0,0.0,32,4,32,33.595684999999996,32,1712208600,70,Greed
